gene,location,confidence
ANO2,Plasma membrane,2.0
ANO6,Cytosol,0.0
ANO6,Plasma membrane,8.0
ANO8,Nucleus,0.0
ANO8,Nucleolus,0.0
ANO9,Golgi apparatus,0.0
ANP32A,Nucleus,1.0
ANP32A,Cytoskeleton,0.0
ANP32A,Cytosol,2.0
ANP32B,Nucleus,2.0
ANP32B,Cytoskeleton,2.0
ANP32B,Cytosol,2.0
ANP32D,Nucleus,2.0
ANP32D,Cytoskeleton,2.0
ANP32D,Cytosol,2.0
ANP32E,Nucleus,2.0
ANP32E,Cytoskeleton,2.0
ANP32E,Cytosol,2.0
ANPEP,Nucleus,2.0
ANPEP,Plasma membrane,6.0
ANTXR1,Vesicles,0.0
ANXA1,Nucleus,3.0
ANXA1,Cytosol,3.0
ANXA1,Plasma membrane,3.0
ANXA10,Nucleus,2.0
ANXA10,Nucleolus,2.0
ANXA10,Vesicles,2.0
ANXA11,Nucleus,1.0
ANXA11,Cytosol,1.0
ANXA13,Plasma membrane,1.0
ANXA2R,Nucleus,2.0
ANXA2R,Vesicles,2.0
ANXA2R,Cytosol,2.0
ANXA2R,Cytosol,2.0
ANXA3,Cytosol,1.0
ANXA4,Cytosol,2.0
ANXA5,Nucleus,2.0
ANXA6,Nucleus,2.0
ANXA7,Nucleus,2.0
ANXA7,Cytosol,2.0
ANXA8,Nucleus,2.0
ANXA8L1,Nucleus,2.0
ANXA9,Nucleus,2.0
ANXA9,Cytosol,2.0
AOC3,Golgi apparatus,2.0
AOC3,Cytosol,2.0
AOX1,Nucleus,0.0
AOX1,Cytosol,1.0
AP003419.11,Nucleus,0.0
AP003419.11,Nucleolus,0.0
AP003419.11,Cytosol,0.0
AP003419.11,Mitochondria,0.0
AP1AR,Golgi apparatus,1.0
AP1B1,Golgi apparatus,1.0
AP1B1,Vesicles,1.0
AP1G1,Vesicles,3.0
AP1G1,Cytosol,3.0
AP1M2,Vesicles,1.0
AP1S1,Golgi apparatus,1.0
AP1S1,Vesicles,1.0
AP1S2,Golgi apparatus,1.0
AP1S2,Vesicles,1.0
AP1S3,Vesicles,1.0
AP2A1,Vesicles,1.0
AP2A2,Nucleus,2.0
AP2A2,Vesicles,3.0
AP2B1,Vesicles,1.0
AP2M1,Plasma membrane,4.0
AP3B1,Nucleus,2.0
AP3B1,Golgi apparatus,2.0
AP3B2,Nucleus,0.0
AP3B2,Golgi apparatus,0.0
AP3B2,Cytosol,0.0
AP3D1,Cytosol,2.0
AP3S1,Vesicles,2.0
AP3S2,Vesicles,2.0
AP4B1,Vesicles,2.0
AP5B1,Nucleus,2.0
AP5B1,Golgi apparatus,2.0
AP5B1,Vesicles,2.0
AP5S1,Nucleus,0.0
AP5S1,Cytosol,1.0
AP5Z1,Nucleus,1.0
AP5Z1,Nucleus,1.0
APAF1,Nucleus,2.0
APAF1,Golgi apparatus,2.0
APAF1,Cytosol,2.0
APBA1,Golgi apparatus,1.0
APBA2,Nucleus,2.0
APBA2,Golgi apparatus,2.0
APBA2,Vesicles,2.0
APBA2,Plasma membrane,2.0
APBA3,Vesicles,2.0
APBB1,Plasma membrane,3.0
APBB1IP,Cytosol,3.0
APBB1IP,Plasma membrane,3.0
APBB2,Mitochondria,2.0
APBB3,Cytoskeleton,2.0
APBB3,Cytosol,1.0
APC2,Cytoskeleton,2.0
APC2,Cytoskeleton,2.0
APC2,Cytosol,1.0
APCDD1L,Mitochondria,0.0
APEH,Cytosol,3.0
APEX1,Nucleus,3.0
APEX2,Nucleus,1.0
APEX2,Nucleolus,1.0
APEX2,Vesicles,1.0
API5,Nucleus,3.0
APIP,Nucleus,2.0
APIP,Cytosol,2.0
APLF,Nucleus,1.0
APLP2,Vesicles,2.0
APMAP,Plasma membrane,4.0
APOA1,Vesicles,2.0
APOA1,Cytosol,2.0
APOA1BP,Nucleus,3.0
APOA1BP,Cytosol,3.0
APOA4,Vesicles,2.0
APOB,Vesicles,2.0
APOB,Cytosol,1.0
APOBEC3A,Nucleus,0.0
APOBEC3B,Nucleus,2.0
APOBEC3C,Cytoskeleton,2.0
APOBEC3F,Nucleus,0.0
APOBEC3F,Cytosol,0.0
APOBEC3G,Nucleus,0.0
APOBEC3G,Cytosol,0.0
APOE,Vesicles,2.0
APOH,Golgi apparatus,1.0
APOL2,Nucleus,2.0
APOL2,Nucleus,2.0
APOL2,Cytosol,2.0
APOL3,Nucleus,2.0
APOL3,Mitochondria,2.0
APOL4,Vesicles,2.0
APOL6,Nucleus,1.0
APOL6,Nucleus,1.0
APOL6,Cytosol,2.0
APOLD1,Nucleus,3.0
APOLD1,Cytosol,3.0
APOM,Golgi apparatus,2.0
APOO,Cytosol,2.0
APOO,Mitochondria,5.0
APOOL,Mitochondria,2.0
APP,Golgi apparatus,2.0
APP,Vesicles,2.0
APPBP2,Cytosol,1.0
APPL1,Cytoskeleton,0.0
APPL1,Cytoskeleton,0.0
APRT,Nucleus,2.0
APRT,Cytosol,1.0
APTX,Nucleus,3.0
APTX,Nucleolus,3.0
AQP1,Plasma membrane,5.0
AQP11,Nucleus,2.0
AQP11,Vesicles,2.0
AQP3,Nucleus,0.0
AQP3,Plasma membrane,1.0
AQP4,Plasma membrane,2.0
AQP4,Plasma membrane,2.0
AQP5,Plasma membrane,3.0
AQR,Nucleus,3.0
AR,Mitochondria,2.0
ARAF,Nucleus,2.0
ARAF,Nucleolus,2.0
ARAP1,Nucleus,2.0
ARAP1,Vesicles,2.0
ARAP1,Cytosol,2.0
ARAP1,Plasma membrane,2.0
ARAP2,Nucleus,2.0
ARAP2,Cytoskeleton,2.0
ARAP2,Cytoskeleton,2.0
ARAP2,Cytosol,2.0
ARC,Vesicles,2.0
ARC,Cytoskeleton,2.0
ARCN1,Golgi apparatus,3.0
ARCN1,Vesicles,3.0
AREG,Mitochondria,2.0
ARF1,Cytosol,2.0
ARF1,Plasma membrane,2.0
ARFGAP1,Nucleus,0.0
ARFGAP1,Golgi apparatus,1.0
ARFGAP1,Vesicles,1.0
ARFGAP2,Golgi apparatus,1.0
ARFGAP3,Golgi apparatus,3.0
ARFGAP3,Cytosol,1.0
ARFGEF1,Nucleus,3.0
ARFGEF1,Golgi apparatus,3.0
ARFGEF1,Cytosol,3.0
ARFGEF2,Golgi apparatus,1.0
ARFIP1,Nucleus,2.0
ARFIP1,Golgi apparatus,1.0
ARFIP1,Vesicles,2.0
ARFIP2,Nucleus,2.0
ARFIP2,Nucleolus,2.0
ARFIP2,Golgi apparatus,4.0
ARFRP1,Golgi apparatus,4.0
ARG2,Mitochondria,1.0
ARGLU1,Nucleus,3.0
ARGLU1,Mitochondria,3.0
ARHGAP1,Vesicles,1.0
ARHGAP10,Nucleus,2.0
ARHGAP10,Nucleus,2.0
ARHGAP10,Cytosol,2.0
ARHGAP11A,Nucleolus,2.0
ARHGAP11A,Cytosol,2.0
ARHGAP11B,Vesicles,2.0
ARHGAP15,Nucleus,0.0
ARHGAP15,Golgi apparatus,0.0
ARHGAP15,Vesicles,0.0
ARHGAP17,Nucleus,0.0
ARHGAP17,Cytosol,1.0
ARHGAP18,Nucleus,2.0
ARHGAP18,Cytosol,2.0
ARHGAP18,Plasma membrane,2.0
ARHGAP19,Vesicles,2.0
ARHGAP19,Plasma membrane,2.0
ARHGAP20,Mitochondria,2.0
ARHGAP21,Cytoskeleton,2.0
ARHGAP21,Plasma membrane,1.0
ARHGAP21,Plasma membrane,1.0
ARHGAP22,Nucleus,1.0
ARHGAP22,Cytosol,1.0
ARHGAP22,Plasma membrane,1.0
ARHGAP23,Nucleus,2.0
ARHGAP23,Cytosol,2.0
ARHGAP23,Plasma membrane,2.0
ARHGAP24,Cytosol,2.0
ARHGAP24,Plasma membrane,2.0
ARHGAP25,Nucleus,2.0
ARHGAP25,Vesicles,2.0
ARHGAP26,Cytosol,2.0
ARHGAP27,Nucleus,1.0
ARHGAP27,Cytosol,1.0
ARHGAP28,Plasma membrane,1.0
ARHGAP29,Nucleus,2.0
ARHGAP29,Cytoskeleton,2.0
ARHGAP29,Cytosol,2.0
ARHGAP29,Plasma membrane,2.0
ARHGAP30,Vesicles,1.0
ARHGAP32,Nucleus,0.0
ARHGAP32,Nucleolus,0.0
ARHGAP32,Golgi apparatus,1.0
ARHGAP33,Cytoskeleton,2.0
ARHGAP33,Cytosol,2.0
ARHGAP33,Plasma membrane,2.0
ARHGAP35,Nucleus,1.0
ARHGAP35,Vesicles,0.0
ARHGAP36,Nucleus,2.0
ARHGAP36,Vesicles,2.0
ARHGAP36,Plasma membrane,2.0
ARHGAP39,Nucleus,2.0
ARHGAP39,Cytoskeleton,2.0
ARHGAP39,Cytoskeleton,2.0
ARHGAP39,Cytosol,2.0
ARHGAP4,Nucleus,0.0
ARHGAP4,Cytoskeleton,2.0
ARHGAP40,Nucleus,2.0
ARHGAP40,Cytoskeleton,2.0
ARHGAP40,Cytosol,1.0
ARHGAP40,Plasma membrane,1.0
ARHGAP42,Nucleus,2.0
ARHGAP5,Endoplasmic reticulum,2.0
ARHGAP5,Cytosol,1.0
ARHGAP8,Nucleus,2.0
ARHGDIA,Cytosol,3.0
ARHGDIB,Cytosol,1.0
ARHGEF1,Cytosol,3.0
ARHGEF1,Plasma membrane,1.0
ARHGEF10,Nucleus,2.0
ARHGEF10L,Golgi apparatus,2.0
ARHGEF10L,Vesicles,2.0
ARHGEF10L,Cytosol,2.0
ARHGEF11,Golgi apparatus,2.0
ARHGEF11,Plasma membrane,2.0
ARHGEF12,Nucleus,2.0
ARHGEF12,Cytosol,2.0
ARHGEF12,Plasma membrane,2.0
ARHGEF15,Plasma membrane,1.0
ARHGEF17,Cytosol,2.0
ARHGEF18,Cytosol,3.0
ARHGEF19,Nucleus,2.0
ARHGEF25,Vesicles,2.0
ARHGEF26,Nucleus,2.0
ARHGEF26,Cytosol,2.0
ARHGEF26,Plasma membrane,1.0
ARHGEF28,Cytoskeleton,2.0
ARHGEF28,Cytosol,2.0
ARHGEF28,Plasma membrane,2.0
ARHGEF3,Cytosol,2.0
ARHGEF33,Vesicles,1.0
ARHGEF37,Cytosol,2.0
ARHGEF38,Nucleus,2.0
ARHGEF38,Cytoskeleton,2.0
ARHGEF5,Nucleus,2.0
ARHGEF5,Cytosol,2.0
ARHGEF5,Plasma membrane,2.0
ARHGEF6,Cytosol,2.0
ARHGEF9,Cytosol,1.0
ARID1A,Nucleus,3.0
ARID1B,Nucleus,1.0
ARID2,Nucleus,1.0
ARID2,Plasma membrane,1.0
ARID3A,Nucleus,1.0
ARID3A,Vesicles,2.0
ARID3A,Cytosol,1.0
ARID3B,Nucleus,1.0
ARID4A,Nucleus,1.0
ARID4A,Cytosol,2.0
ARID4A,Plasma membrane,2.0
ARID4B,Nucleus,2.0
ARID4B,Vesicles,2.0
ARID5A,Nucleus,3.0
ARID5A,Nucleolus,1.0
ARID5B,Cytosol,2.0
ARID5B,Plasma membrane,2.0
ARIH1,Nucleus,0.0
ARIH1,Golgi apparatus,2.0
ARIH2,Nucleus,3.0
ARL1,Golgi apparatus,1.0
ARL13B,Cytoskeleton,0.0
ARL13B,Cytosol,0.0
ARL14EP,Nucleus,0.0
ARL14EP,Vesicles,2.0
ARL14EP,Cytoskeleton,2.0
ARL14EP,Cytosol,1.0
ARL15,Golgi apparatus,2.0
ARL15,Plasma membrane,2.0
ARL15,Plasma membrane,2.0
ARL2,Nucleus,2.0
ARL2,Nucleolus,2.0
ARL2,Golgi apparatus,3.0
ARL2,Cytoskeleton,2.0
ARL2,Cytosol,2.0
ARL3,Nucleus,2.0
ARL3,Cytoskeleton,1.0
ARL4A,Nucleus,1.0
ARL4A,Cytosol,1.0
ARL4C,Cytosol,1.0
ARL4C,Plasma membrane,1.0
ARL4D,Golgi apparatus,2.0
ARL4D,Vesicles,2.0
ARL6,Nucleus,2.0
ARL6,Vesicles,2.0
ARL6IP1,Endoplasmic reticulum,5.0
ARL6IP5,Endoplasmic reticulum,5.0
ARL6IP6,Nucleus,2.0
ARL6IP6,Cytosol,2.0
ARL9,Nucleolus,2.0
ARL9,Mitochondria,2.0
ARMC1,Mitochondria,4.0
ARMC10,Mitochondria,3.0
ARMC12,Nucleus,2.0
ARMC12,Plasma membrane,2.0
ARMC2,Nucleus,2.0
ARMC5,Nucleus,2.0
ARMC5,Cytoskeleton,2.0
ARMC5,Cytosol,2.0
ARMC6,Cytosol,3.0
ARMC7,Cytosol,1.0
ARMC8,Nucleus,2.0
ARMC8,Vesicles,2.0
ARMC8,Cytosol,2.0
ARMC9,Nucleolus,2.0
ARMC9,Cytosol,2.0
ARMCX1,Nucleus,2.0
ARMCX1,Cytosol,2.0
ARMCX1,Mitochondria,2.0
ARMCX2,Nucleus,2.0
ARMCX2,Mitochondria,2.0
ARMCX3,Nucleus,2.0
ARMCX3,Golgi apparatus,2.0
ARMCX3,Cytosol,2.0
ARMCX4,Nucleus,2.0
ARMCX4,Vesicles,2.0
ARMCX5,Nucleus,2.0
ARMCX5,Cytosol,2.0
ARMCX6,Nucleus,2.0
ARMCX6,Nucleus,2.0
ARMCX6,Cytosol,1.0
ARMT1,Nucleus,2.0
ARMT1,Nucleus,2.0
ARMT1,Cytosol,2.0
ARNT,Nucleus,1.0
ARNT,Nucleus,1.0
ARNT2,Nucleus,2.0
ARNT2,Mitochondria,2.0
ARNTL,Nucleus,1.0
ARNTL,Vesicles,0.0
ARNTL2,Nucleus,3.0
ARNTL2,Nucleolus,3.0
ARPC1A,Plasma membrane,2.0
ARPC1A,Cytosol,2.0
ARPC1B,Vesicles,1.0
ARPC1B,Cytosol,1.0
ARPC2,Golgi apparatus,1.0
ARPC2,Cytosol,1.0
ARPC3,Nucleus,0.0
ARPC5,Vesicles,2.0
ARPC5,Plasma membrane,2.0
ARPC5,Plasma membrane,2.0
ARPC5,Cytosol,2.0
ARPP21,Nucleolus,2.0
ARPP21,Cytosol,2.0
ARRB1,Nucleus,1.0
ARRB2,Vesicles,1.0
ARRDC1,Nucleus,2.0
ARRDC1,Nucleolus,2.0
ARRDC2,Nucleus,2.0
ARRDC2,Cytosol,2.0
ARSA,Golgi apparatus,0.0
ARSA,Cytosol,0.0
ARSD,Vesicles,2.0
ARSD,Vesicles,2.0
ARSE,Golgi apparatus,1.0
ARSF,Cytosol,0.0
ARSI,Golgi apparatus,2.0
ARSJ,Nucleolus,2.0
ARSJ,Cytoskeleton,1.0
ARSK,Nucleus,2.0
ARSK,Vesicles,2.0
ART4,Cytosol,0.0
ARTN,Mitochondria,0.0
ARV1,Vesicles,2.0
ARVCF,Nucleus,2.0
ARVCF,Plasma membrane,1.0
ARVCF,Plasma membrane,2.0
ASAH2,Cytoskeleton,2.0
ASAH2B,Cytoskeleton,2.0
ASAP1,Cytoskeleton,2.0
ASAP1,Cytosol,2.0
ASAP1,Plasma membrane,2.0
ASAP2,Cytosol,1.0
ASAP3,Nucleus,0.0
ASAP3,Vesicles,1.0
ASB1,Nucleus,2.0
ASB13,Nucleus,2.0
ASB13,Golgi apparatus,2.0
ASB16,Cytoskeleton,2.0
ASB5,Plasma membrane,0.0
ASB7,Nucleus,2.0
ASB7,Golgi apparatus,2.0
ASB7,Vesicles,2.0
ASB9,Nucleus,1.0
ASB9,Cytosol,1.0
ASCC1,Nucleus,2.0
ASCC1,Cytosol,2.0
ASCC2,Nucleus,2.0
ASCC2,Cytoskeleton,2.0
ASCC2,Cytosol,2.0
ASCC3,Golgi apparatus,2.0
ASCC3,Cytosol,1.0
ASF1A,Nucleus,3.0
ASF1B,Nucleus,1.0
ASGR1,Vesicles,1.0
ASGR1,Plasma membrane,4.0
ASGR2,Endoplasmic reticulum,1.0
ASGR2,Plasma membrane,2.0
ASH1L,Nucleus,1.0
ASH1L,Golgi apparatus,2.0
ASH2L,Nucleus,1.0
ASH2L,Plasma membrane,1.0
ASIC1,Golgi apparatus,2.0
ASIC1,Plasma membrane,4.0
ASIC3,Nucleus,2.0
ASIC3,Cytosol,2.0
ASIC4,Golgi apparatus,2.0
ASIP,Vesicles,2.0
ASL,Cytosol,2.0
ASMTL,Cytosol,3.0
ASNA1,Nucleus,3.0
ASNA1,Nucleolus,3.0
ASNS,Cytosol,3.0
ASNSD1,Cytosol,2.0
ASPA,Cytosol,0.0
ASPH,Endoplasmic reticulum,4.0
ASPM,Cytosol,2.0
ASPM,Plasma membrane,2.0
ASPN,Nucleus,2.0
ASPN,Vesicles,1.0
ASPSCR1,Nucleus,1.0
ASPSCR1,Vesicles,1.0
ASPSCR1,Plasma membrane,1.0
ASRGL1,Nucleus,2.0
ASRGL1,Cytoskeleton,2.0
ASS1,Nucleus,2.0
ASS1,Cytosol,2.0
ASTE1,Endoplasmic reticulum,2.0
ASTN1,Golgi apparatus,2.0
ASTN1,Vesicles,2.0
ASTN2,Nucleus,2.0
ASTN2,Cytosol,2.0
ASXL1,Nucleus,2.0
ASXL1,Nucleolus,2.0
ASXL2,Nucleus,3.0
ASZ1,Nucleus,2.0
ASZ1,Cytosol,2.0
ATAD1,Nucleus,2.0
ATAD1,Nucleolus,2.0
ATAD1,Mitochondria,5.0
ATAD2,Nucleus,3.0
ATAD2B,Nucleus,1.0
ATAD3A,Mitochondria,4.0
ATAD3B,Mitochondria,3.0
ATAD3C,Mitochondria,2.0
ATAT1,Golgi apparatus,2.0
ATAT1,Cytosol,2.0
ATE1,Nucleus,1.0
ATF1,Nucleus,3.0
ATF2,Nucleus,3.0
ATF3,Nucleus,3.0
ATF3,Nucleolus,3.0
ATF4,Cytoskeleton,1.0
ATF4,Cytosol,1.0
ATF5,Nucleus,1.0
ATF5,Cytosol,1.0
ATF6,Cytosol,2.0
ATF6B,Nucleus,1.0
ATF6B,Nucleolus,2.0
ATF7,Nucleus,2.0
ATF7,Cytosol,2.0
ATF7IP,Nucleus,3.0
ATF7IP,Nucleus,3.0
ATG10,Nucleus,2.0
ATG10,Nucleolus,2.0
ATG13,Nucleus,2.0
ATG13,Cytosol,2.0
ATG13,Plasma membrane,2.0
ATG16L1,Cytosol,2.0
ATG16L2,Nucleus,3.0
ATG2A,Nucleus,2.0
ATG2A,Vesicles,2.0
ATG2A,Cytosol,2.0
ATG2B,Nucleus,1.0
ATG3,Cytosol,1.0
ATG3,Plasma membrane,1.0
ATG4A,Cytoskeleton,2.0
ATG4A,Cytoskeleton,2.0
ATG4B,Nucleus,2.0
ATG4B,Cytosol,2.0
ATG4C,Nucleus,2.0
ATG4C,Cytosol,2.0
ATG5,Cytoskeleton,2.0
ATG7,Nucleus,2.0
ATG7,Cytosol,1.0
ATG7,Plasma membrane,2.0
ATG9A,Vesicles,1.0
ATHL1,Cytosol,3.0
ATIC,Cytosol,3.0
ATIC,Plasma membrane,3.0
ATL3,Endoplasmic reticulum,2.0
ATM,Nucleus,1.0
ATMIN,Nucleus,1.0
ATN1,Nucleus,3.0
ATOH8,Nucleus,1.0
ATOX1,Nucleus,2.0
ATOX1,Plasma membrane,2.0
ATP10D,Nucleus,2.0
ATP10D,Plasma membrane,1.0
ATP11A,Vesicles,3.0
ATP11B,Cytoskeleton,2.0
ATP11B,Cytosol,2.0
ATP13A1,Vesicles,2.0
ATP13A3,Nucleolus,2.0
ATP13A3,Cytosol,2.0
ATP13A3,Plasma membrane,7.0
ATP13A4,Nucleus,2.0
ATP1B3,Plasma membrane,9.0
ATP2A1,Endoplasmic reticulum,2.0
ATP2A2,Nucleus,1.0
ATP2B1,Plasma membrane,4.0
ATP2B3,Golgi apparatus,0.0
ATP2B3,Plasma membrane,5.0
ATP2B4,Plasma membrane,6.0
ATP2C1,Golgi apparatus,1.0
ATP2C2,Cytoskeleton,2.0
ATP2C2,Plasma membrane,2.0
ATP5A1,Mitochondria,4.0
ATP5B,Mitochondria,6.0
ATP5F1,Nucleus,2.0
ATP5F1,Mitochondria,4.0
ATP5H,Nucleus,1.0
ATP5H,Mitochondria,4.0
ATP5I,Mitochondria,6.0
ATP5J,Mitochondria,4.0
ATP5J2,Nucleus,0.0
ATP5J2,Mitochondria,3.0
ATP5J2-PTCD1,Mitochondria,2.0
ATP5L,Mitochondria,4.0
ATP5L2,Mitochondria,3.0
ATP5O,Mitochondria,4.0
ATP5S,Nucleus,2.0
ATP5S,Mitochondria,3.0
ATP5SL,Mitochondria,2.0
ATP6AP1,Cytoskeleton,2.0
ATP6AP1,Cytosol,2.0
ATP6AP1,Plasma membrane,5.0
ATP6AP1L,Nucleolus,2.0
ATP6AP1L,Cytosol,2.0
ATP6V0A1,Nucleus,0.0
ATP6V0A1,Golgi apparatus,2.0
ATP6V0A1,Vesicles,1.0
ATP6V0A1,Cytosol,0.0
ATP6V0A2,Cytosol,2.0
ATP6V0A2,Plasma membrane,7.0
ATP6V0A4,Cytosol,2.0
ATP6V0B,Cytosol,2.0
ATP6V0C,Cytosol,2.0
ATP6V0D2,Vesicles,2.0
ATP6V1A,Nucleus,1.0
ATP6V1A,Vesicles,1.0
ATP6V1A,Cytosol,1.0
ATP6V1B1,Nucleus,2.0
ATP6V1B1,Nucleus,2.0
ATP6V1B2,Vesicles,1.0
ATP6V1C1,Nucleus,1.0
ATP6V1C1,Cytosol,1.0
ATP6V1C2,Mitochondria,0.0
ATP6V1D,Nucleus,2.0
ATP6V1E1,Nucleus,2.0
ATP6V1G1,Nucleus,1.0
ATP6V1G1,Nucleolus,1.0
ATP6V1H,Cytoskeleton,2.0
ATP6V1H,Cytosol,2.0
ATP7A,Golgi apparatus,1.0
ATP7A,Vesicles,1.0
ATP7B,Golgi apparatus,1.0
ATP8A1,Vesicles,1.0
ATP8A2,Nucleus,0.0
ATP8A2,Plasma membrane,1.0
ATP8B2,Golgi apparatus,2.0
ATP8B2,Vesicles,2.0
ATP8B2,Cytosol,2.0
ATP8B4,Nucleus,2.0
ATP8B4,Vesicles,2.0
ATPAF1,Mitochondria,5.0
ATPAF2,Cytosol,3.0
ATPIF1,Mitochondria,6.0
ATR,Nucleus,1.0
ATR,Golgi apparatus,1.0
ATRIP,Nucleus,2.0
ATRN,Cytosol,2.0
ATRNL1,Nucleus,2.0
ATRNL1,Mitochondria,2.0
ATRX,Nucleus,1.0
ATXN1,Nucleus,1.0
ATXN1,Nucleolus,1.0
ATXN1,Cytosol,1.0
ATXN10,Cytosol,1.0
ATXN10,Plasma membrane,2.0
ATXN1L,Nucleus,3.0
ATXN2,Cytosol,3.0
ATXN2L,Cytosol,3.0
ATXN3,Nucleus,1.0
ATXN3,Nucleolus,1.0
ATXN3,Plasma membrane,2.0
ATXN7,Nucleus,1.0
ATXN7,Cytosol,1.0
ATXN7L1,Nucleus,2.0
ATXN7L1,Cytosol,2.0
ATXN7L2,Nucleolus,2.0
ATXN7L2,Vesicles,2.0
ATXN7L2,Cytosol,2.0
ATXN7L3,Nucleus,2.0
ATXN7L3,Plasma membrane,2.0
ATXN7L3B,Nucleus,2.0
AUNIP,Cytoskeleton,1.0
AUP1,Nucleus,2.0
AUP1,Vesicles,2.0
AURKA,Nucleus,2.0
AURKA,Cytoskeleton,2.0
AURKA,Cytosol,2.0
AURKAIP1,Nucleus,1.0
AURKAIP1,Mitochondria,1.0
AURKB,Nucleus,1.0
AURKB,Cytoskeleton,1.0
AUTS2,Nucleus,2.0
AUTS2,Cytosol,2.0
AVEN,Cytoskeleton,2.0
AVEN,Cytoskeleton,2.0
AVEN,Plasma membrane,2.0
AVL9,Endoplasmic reticulum,2.0
AVPI1,Nucleus,2.0
AVPI1,Plasma membrane,2.0
AXIN1,Nucleolus,1.0
AXIN1,Vesicles,1.0
AXIN2,Nucleus,0.0
AXIN2,Cytosol,0.0
AXIN2,Plasma membrane,0.0
AXL,Cytoskeleton,2.0
AZIN1,Vesicles,2.0
AZIN2,Cytosol,2.0
B2M,Golgi apparatus,3.0
B2M,Cytosol,3.0
B2M,Plasma membrane,6.0
B3GALNT1,Vesicles,2.0
B3GALNT2,Nucleus,2.0
B3GALNT2,Golgi apparatus,2.0
B3GALT2,Plasma membrane,2.0
B3GAT1,Vesicles,3.0
B3GNT2,Vesicles,2.0
B3GNT4,Nucleolus,2.0
B3GNT4,Mitochondria,2.0
B3GNT5,Nucleolus,2.0
B3GNT9,Nucleolus,2.0
B3GNT9,Golgi apparatus,1.0
B3GNTL1,Nucleolus,2.0
B4GALNT3,Golgi apparatus,1.0
B4GALNT3,Vesicles,2.0
B4GALNT4,Nucleus,2.0
B4GALNT4,Cytoskeleton,2.0
B4GALNT4,Cytoskeleton,2.0
B4GALNT4,Cytoskeleton,2.0
B4GALT1,Golgi apparatus,6.0
B4GALT2,Golgi apparatus,1.0
B4GALT2,Vesicles,2.0
B4GALT3,Golgi apparatus,1.0
B4GALT4,Golgi apparatus,3.0
BAALC,Nucleus,2.0
BAALC,Cytosol,1.0
BAAT,Vesicles,0.0
BABAM1,Nucleus,1.0
BABAM1,Nucleus,1.0
BABAM1,Cytosol,1.0
BACE1,Plasma membrane,5.0
BACH1,Nucleus,2.0
BACH1,Cytosol,2.0
BACH2,Nucleus,1.0
BACH2,Cytosol,1.0
BAD,Mitochondria,3.0
BAG1,Nucleus,1.0
BAG2,Nucleus,1.0
BAG3,Cytosol,3.0
BAG3,Plasma membrane,3.0
BAG5,Vesicles,1.0
BAG6,Nucleus,3.0
BAG6,Cytosol,3.0
BAHCC1,Nucleolus,0.0
BAHD1,Nucleus,1.0
BAIAP2,Cytosol,3.0
BAIAP2,Plasma membrane,3.0
BAIAP2L1,Cytosol,3.0
BAIAP2L1,Plasma membrane,3.0
BAMBI,Nucleolus,2.0
BAMBI,Vesicles,2.0
BAMBI,Vesicles,2.0
BANF1,Nucleus,1.0
BANF1,Cytosol,1.0
BANK1,Nucleus,2.0
BANK1,Cytosol,2.0
BANK1,Plasma membrane,2.0
BANP,Nucleus,1.0
BANP,Nucleus,1.0
BAP1,Nucleus,3.0
BAP1,Cytosol,1.0
BARD1,Nucleus,1.0
BARX1,Nucleus,2.0
BARX1,Vesicles,2.0
BARX2,Nucleus,1.0
BARX2,Cytosol,2.0
BASP1,Plasma membrane,4.0
BATF,Nucleus,3.0
BATF2,Nucleolus,2.0
BAZ1A,Endoplasmic reticulum,0.0
BAZ1B,Nucleus,1.0
BAZ2A,Nucleus,3.0
BAZ2B,Nucleus,2.0
BAZ2B,Cytosol,2.0
BBC3,Cytosol,2.0
BBOF1,Nucleus,2.0
BBOF1,Cytoskeleton,2.0
BBOF1,Plasma membrane,2.0
BBS1,Cytoskeleton,0.0
BBS10,Nucleus,0.0
BBS4,Cytosol,1.0
BBX,Nucleus,3.0
BBX,Cytosol,3.0
BCAM,Nucleolus,2.0
BCAP29,Cytosol,2.0
BCAP31,Endoplasmic reticulum,6.0
BCAR1,Cytosol,2.0
BCAR1,Plasma membrane,2.0
BCAR3,Cytoskeleton,2.0
BCAR3,Cytosol,2.0
BCAR3,Plasma membrane,2.0
BCAS1,Vesicles,2.0
BCAS2,Nucleus,2.0
BCAS2,Cytoskeleton,2.0
BCAS3,Nucleolus,1.0
BCAS4,Cytoskeleton,2.0
BCAS4,Cytosol,2.0
BCCIP,Nucleus,1.0
BCCIP,Cytosol,2.0
BCDIN3D,Nucleus,1.0
BCDIN3D,Cytosol,1.0
BCKDK,Mitochondria,4.0
BCL10,Nucleus,2.0
BCL11A,Nucleus,3.0
BCL11A,Nucleus,1.0
BCL11B,Nucleus,2.0
BCL11B,Nucleolus,2.0
BCL2,Nucleus,2.0
BCL2,Nucleus,1.0
BCL2L1,Mitochondria,2.0
BCL2L12,Cytosol,2.0
BCL2L13,Mitochondria,3.0
BCL2L14,Cytosol,0.0
BCL3,Nucleus,1.0
BCL3,Vesicles,2.0
BCL3,Cytoskeleton,2.0
BCL6,Nucleus,3.0
BCL6,Golgi apparatus,0.0
BCL7A,Nucleus,2.0
BCL7A,Vesicles,2.0
BCL7B,Nucleus,2.0
